Database,Table,Column,Source,Type,Null,References,Default,Primary
gis250k,WaterPoints,symbol,data,smallint,no,,,
gis250k,WaterPoints,featurewidth,data,float,,,0,
gis250k,WaterPoints,orientation,data,smallint,,,0,
gis250k,WaterPoints,textnote,data,text,,,,
gis250k,WaterPoints,position,data,point,,,,
gis250k,WaterPoints,position,index,,,,,
gis250k,WaterTanks,objectid,auto,bigint,no,,nextval('object_id'),yes
gis250k,WaterTanks,featuretype,data,int,no,ga_FeatureType,,
gis250k,WaterTanks,name,data,text,,,,
gis250k,WaterTanks,featrel,data,date,no,,,
gis250k,WaterTanks,attrrel,data,date,no,,,
gis250k,WaterTanks,planacc,data,smallint,no,,,
gis250k,WaterTanks,source,implicit=GA,int,no,ga_Source,,
gis250k,WaterTanks,created,data,timestamp,,,now(),
gis250k,WaterTanks,retired,data,timestamp,,,,
gis250k,WaterTanks,ga_pid,data,int,,,,
gis250k,WaterTanks,symbol,data,smallint,no,,,
gis250k,WaterTanks,featurewidth,data,float,,,0,
gis250k,WaterTanks,orientation,data,smallint,,,0,
gis250k,WaterTanks,textnote,data,text,,,,
gis250k,WaterTanks,position,data,point,,,,
gis250k,WaterTanks,position,index,,,,,
gis250k,Windbreaks,objectid,auto,bigint,,,nextval('object_id'),yes
gis250k,Windbreaks,featuretype,data,int,no,ga_FeatureType,,
gis250k,Windbreaks,featrel,data,date,no,,,
gis250k,Windbreaks,attrrel,data,date,no,,,
gis250k,Windbreaks,planacc,data,smallint,no,,,
gis250k,Windbreaks,source,implicit=GA,int,no,ga_Source,,
gis250k,Windbreaks,created,data,timestamp,,,now(),
gis250k,Windbreaks,retired,data,timestamp,,,,
gis250k,Windbreaks,ga_pid,data,int,,,,
gis250k,Windbreaks,symbol,data,smallint,no,,,
gis250k,Windbreaks,shape_length,data,float,no,,,
gis250k,Windbreaks,shape,data,lines,,,,
gis250k,Windbreaks,shape,index,,,,,
gis250k,Windpumps,objectid,auto,bigint,no,,nextval('object_id'),yes
gis250k,Windpumps,featuretype,data,int,no,ga_FeatureType,,
gis250k,Windpumps,name,data,text,,,,
gis250k,Windpumps,featrel,data,date,no,,,
gis250k,Windpumps,attrrel,data,date,no,,,
gis250k,Windpumps,planacc,data,smallint,no,,,
gis250k,Windpumps,source,implicit=GA,int,no,ga_Source,,
gis250k,Windpumps,created,data,timestamp,,,now(),
gis250k,Windpumps,retired,data,timestamp,,,,
gis250k,Windpumps,ga_pid,data,int,,,,
gis250k,Windpumps,symbol,data,smallint,no,,,
gis250k,Windpumps,featurewidth,data,float,,,0,
gis250k,Windpumps,orientation,data,smallint,,,0,
gis250k,Windpumps,textnote,data,text,,,,
gis250k,Windpumps,position,data,point,,,,
gis250k,Windpumps,position,index,,,,,
gis250k,Yards,objectid,auto,bigint,no,,nextval('object_id'),yes
gis250k,Yards,featuretype,data,int,no,ga_FeatureType,,
gis250k,Yards,name,data,text,,,,
gis250k,Yards,featrel,data,date,no,,,
gis250k,Yards,attrrel,data,date,no,,,
gis250k,Yards,planacc,data,smallint,no,,,
gis250k,Yards,source,implicit=GA,int,no,ga_Source,,
gis250k,Yards,created,data,timestamp,,,now(),
gis250k,Yards,retired,data,timestamp,,,,
gis250k,Yards,ga_pid,data,int,,,,
gis250k,Yards,symbol,data,smallint,no,,,
gis250k,Yards,featurewidth,data,float,,,0,
gis250k,Yards,orientation,data,smallint,,,0,
gis250k,Yards,textnote,data,text,,,,
gis250k,Yards,position,data,point,,,,
gis250k,Yards,position,index,,,,,
gis250k,Tracks,objectid,auto,bigint,,,nextval('object_id'),yes
gis250k,Tracks,featrel,data,date,no,,,
gis250k,Tracks,attrrel,data,date,no,,,
gis250k,Tracks,planacc,data,smallint,no,,,
gis250k,Tracks,source,implicit=GA,int,no,ga_Source,,
gis250k,Tracks,created,data,timestamp,,,now(),
gis250k,Tracks,retired,data,timestamp,,,,
gis250k,Tracks,symbol,data,smallint,no,,,
gis250k,Tracks,shape_length,data,float,no,,,
gis250k,Tracks,shape,data,lines,,,,
gis250k,Tracks,shape,index,,,,,
